household_id,adult_id,job_cat,pro_contacts,company_id
135,324,,0,
136,325,Services_other,512,162.0
136,326,Administration_schools,23,76.0
137,327,Health,283,0.0
137,328,Indus_other,58,32.0
137,329,Shops_other,2,6.0
138,330,Shops_other,12,84.0
138,331,Administration_schools,27,21.0
138,332,Indus_other,55,16.0
139,333,Health,295,8.0
139,334,Administration_schools,27,79.0
140,335,Administration_schools,87,42.0
140,336,Transportation,358,3.0
141,337,,0,
141,338,Services_other,56,50.0
141,339,,0,
142,340,,0,
142,341,,0,
142,342,Hotel_Restaurant,36,1.0
143,343,Hotel_Restaurant,43,0.0
143,344,,0,
143,345,Administration_schools,58,42.0
143,346,Services_other,523,38.0
144,347,,0,
144,348,Administration_schools,78,7.0
144,349,Services_other,218,122.0
145,350,Indus_food,57,9.0
145,351,,0,
146,352,Administration_schools,41,3.0
146,353,,0,
147,354,,0,
147,355,Services_other,923,36.0
148,356,Services_other,1379,121.0
148,357,,0,
148,358,Shops_other,2,16.0
148,359,Services_other,587,154.0
148,360,Health,219,7.0
148,361,,0,
149,362,,0,
149,363,Services_other,1190,56.0
150,364,Administration_schools,29,75.0
150,365,Services_other,374,145.0
151,366,Administration_schools,51,56.0
151,367,,0,
152,368,Health,189,7.0
152,369,Services_other,736,227.0
153,370,Administration_schools,124,51.0
153,371,Health,263,2.0
153,372,Indus_other,42,34.0
154,373,Administration_schools,103,8.0
154,374,,0,
155,375,Hotel_Restaurant,32,3.0
155,376,Construction,2,28.0
155,377,Services_other,775,8.0
156,378,Shops_other,3,116.0
156,379,Services_other,1391,2.0
156,380,Construction,1,59.0
157,381,,0,
157,382,Shops_other,5,91.0
158,383,Services_other,521,137.0
158,384,Agriculture_fishing,2,71.0
159,385,Shops_other,3,3.0
159,386,Shops_other,8,18.0
160,387,,0,
160,388,,0,
161,389,Shops_other,14,117.0
161,390,,0,
162,391,Administration_schools,146,67.0
162,392,,0,
162,393,Indus_food,40,1.0
163,394,Services_other,446,10.0
163,395,Indus_other,35,33.0
164,396,Hotel_Restaurant,29,23.0
164,397,,0,
165,398,,0,
165,399,,0,
166,400,Shops_other,8,77.0
166,401,Administration_schools,119,62.0
167,402,Services_other,1317,92.0
167,403,Transportation,904,10.0
168,404,Services_other,1215,15.0
168,405,Indus_other,32,37.0
168,406,,0,
169,407,Indus_food,54,6.0
169,408,,0,
170,409,Services_other,743,3.0
170,410,Administration_schools,100,53.0
170,411,Transportation,937,0.0
171,412,Services_other,1329,121.0
171,413,Shops_other,9,19.0
172,414,,0,
172,415,Administration_schools,32,72.0
173,416,Services_other,432,145.0
173,417,Administration_schools,95,23.0
174,418,Administration_schools,60,66.0
174,419,,0,
175,420,,0,
175,421,Health,258,6.0
176,422,,0,
176,423,,0,
177,424,,0,
177,425,Hotel_Restaurant,43,19.0
177,426,Administration_schools,88,7.0
178,427,Health,262,6.0
178,428,,0,
179,429,Health,158,3.0
179,430,,0,
180,431,,0,
180,432,,0,
180,433,Services_other,643,155.0
181,434,,0,
181,435,Administration_schools,119,35.0
182,436,Health,29,7.0
182,437,Administration_schools,21,45.0
183,438,Services_other,1184,87.0
183,439,Shops_other,4,112.0
184,440,Services_other,682,1.0
184,441,,0,
184,442,,0,
185,443,,0,
185,444,,0,
186,445,Health,243,4.0
186,446,,0,
186,447,Services_other,426,229.0
186,448,Transportation,1437,16.0
187,449,,0,
187,450,,0,
188,451,Indus_other,74,18.0
188,452,Transportation,1216,9.0
188,453,Agriculture_fishing,2,29.0
188,454,Indus_other,38,10.0
188,455,,0,
189,456,Shops_other,12,47.0
189,457,Services_other,282,186.0
190,458,Administration_schools,23,31.0
190,459,Health,81,2.0
191,460,Administration_schools,121,68.0
191,461,Administration_schools,35,2.0
192,462,Hotel_Restaurant,4,20.0
192,463,Shops_other,6,90.0
193,464,Transportation,1384,8.0
193,465,Transportation,1394,2.0
194,466,,0,
194,467,Administration_schools,82,19.0
194,468,,0,
195,469,Indus_other,70,40.0
195,470,Administration_schools,10,41.0
195,471,Services_other,749,69.0
196,472,,0,
196,473,,0,
197,474,Indus_other,71,11.0
197,475,Indus_food,41,4.0
197,476,,0,
198,477,Services_other,489,208.0
198,478,Administration_schools,119,67.0
199,479,Services_other,849,179.0
199,480,Indus_other,62,15.0
199,481,Services_other,243,69.0
200,482,Transportation,1270,5.0
200,483,Hotel_Restaurant,76,16.0
201,484,,0,
201,485,Services_other,238,167.0
202,486,Administration_schools,53,74.0
202,487,Health,290,0.0
203,488,Administration_schools,9,40.0
203,489,Services_other,1133,202.0
203,490,,0,
204,491,,0,
204,492,Administration_schools,52,69.0
205,493,,0,
205,494,Administration_schools,60,78.0
206,495,Shops_other,2,1.0
206,496,Services_other,1282,52.0
207,497,,0,
207,498,Shops_other,3,16.0
208,499,Indus_other,36,21.0
208,500,Services_other,1384,39.0
208,501,Services_other,122,193.0
209,502,Administration_schools,126,15.0
209,503,,0,
209,504,,0,
210,505,Health,44,3.0
210,506,Services_other,441,248.0
210,507,Shops_other,3,42.0
211,508,,0,
211,509,,0,
212,510,Health,300,5.0
212,511,Indus_other,43,9.0
213,512,Health,50,6.0
213,513,Transportation,680,3.0
214,514,Administration_schools,86,13.0
214,515,,0,
215,516,Indus_other,54,38.0
215,517,,0,
216,518,Administration_schools,118,3.0
216,519,Administration_schools,29,63.0
217,520,Hotel_Restaurant,82,17.0
217,521,Services_other,140,81.0
218,522,,0,
218,523,,0,
218,524,Administration_schools,37,12.0
218,525,Construction,2,35.0
219,526,Administration_schools,124,77.0
219,527,,0,
219,528,,0,
220,529,Shops_other,1,31.0
220,530,Services_other,1166,50.0
220,531,Services_other,850,32.0
221,532,Administration_schools,130,58.0
221,533,Administration_schools,26,57.0
221,534,Services_other,631,171.0
221,535,,0,
222,536,Indus_other,23,6.0
222,537,Services_other,669,198.0
223,538,Transportation,1270,3.0
223,539,Agriculture_fishing,3,54.0
223,540,Indus_other,19,28.0
224,541,Agriculture_fishing,2,68.0
224,542,,0,
225,543,Services_other,349,121.0
225,544,Shops_other,14,90.0
225,545,Indus_other,60,30.0
226,546,Transportation,404,11.0
226,547,Services_other,808,132.0
226,548,,0,
226,549,Services_other,370,23.0
227,550,,0,
227,551,Transportation,1449,5.0
228,552,Construction,2,30.0
228,553,,0,
229,554,Services_other,1411,226.0
229,555,,0,
230,556,Shops_other,6,65.0
230,557,Administration_schools,95,19.0
231,558,,0,
231,559,Hotel_Restaurant,143,37.0
231,560,Shops_other,9,62.0
231,561,Services_other,403,178.0
232,562,Administration_schools,53,22.0
232,563,Health,91,3.0
233,564,Administration_schools,67,69.0
233,565,Construction,1,36.0
233,566,Services_other,191,42.0
234,567,Services_other,654,181.0
234,568,Services_other,321,245.0
235,569,Services_other,456,182.0
235,570,Agriculture_fishing,1,29.0
235,571,,0,
235,572,Health,232,5.0
235,573,Health,282,0.0
236,574,,0,
236,575,Health,277,3.0
236,576,,0,
236,577,,0,
237,578,Services_other,1052,45.0
237,579,,0,
238,580,Administration_schools,102,2.0
238,581,Health,49,3.0
239,582,Administration_schools,63,47.0
239,583,Services_other,96,64.0
239,584,,0,
240,585,Administration_schools,86,43.0
240,586,Hotel_Restaurant,120,43.0
241,587,,0,
241,588,Health,274,0.0
242,589,Health,220,8.0
242,590,Administration_schools,71,75.0
243,591,Health,14,7.0
243,592,Shops_other,7,91.0
243,593,,0,
244,594,,0,
244,595,,0,
245,596,Transportation,1227,13.0
245,597,Health,191,2.0
246,598,Indus_other,49,12.0
246,599,Indus_other,69,15.0
247,600,Administration_schools,141,70.0
247,601,Administration_schools,88,73.0
248,602,Indus_other,74,7.0
248,603,,0,
249,604,,0,
249,605,Shops_other,7,40.0
249,606,Services_other,553,70.0
250,607,Services_other,1134,85.0
250,608,Hotel_Restaurant,76,43.0
251,609,Transportation,741,12.0
251,610,,0,
252,611,Hotel_Restaurant,100,11.0
252,612,Hotel_Restaurant,23,37.0
252,613,Transportation,1479,1.0
253,614,,0,
253,615,,0,
253,616,Indus_other,62,26.0
254,617,Indus_other,28,39.0
254,618,Services_other,1107,182.0
255,619,Administration_schools,64,58.0
255,620,Health,270,5.0
256,621,,0,
256,622,Indus_other,72,19.0
257,623,Services_other,724,229.0
257,624,,0,
258,625,,0,
258,626,,0,
259,627,,0,
259,628,,0,
260,629,Indus_other,38,8.0
260,630,,0,
261,631,Health,194,8.0
261,632,Services_other,605,156.0
262,633,Administration_schools,141,48.0
262,634,Indus_food,69,5.0
262,635,Services_other,1095,212.0
263,636,Shops_other,3,18.0
263,637,,0,
264,638,Administration_schools,101,61.0
264,639,Indus_other,61,9.0
265,640,Shops_other,6,109.0
265,641,Services_other,1024,171.0
266,642,,0,
266,643,Indus_food,35,5.0
266,644,,0,
267,645,Services_other,1108,110.0
267,646,Services_other,149,216.0
267,647,Health,175,3.0
268,648,,0,
268,649,Services_other,952,110.0
269,650,Administration_schools,18,36.0
269,651,Services_other,901,147.0
270,652,Health,91,3.0
270,653,Hotel_Restaurant,116,4.0
271,654,,0,
271,655,Services_other,32,90.0
272,656,Administration_schools,57,40.0
272,657,Services_other,764,127.0
273,658,,0,
273,659,Shops_other,4,54.0
274,660,,0,
274,661,Administration_schools,89,49.0
275,662,,0,
275,663,Indus_other,65,9.0
276,664,Transportation,744,16.0
276,665,Administration_schools,25,3.0
276,666,,0,
277,667,Indus_food,40,9.0
277,668,Services_other,430,142.0
278,669,,0,
278,670,Hotel_Restaurant,130,34.0
278,671,Transportation,1142,19.0
279,672,Services_other,758,94.0
279,673,Administration_schools,32,63.0
280,674,Transportation,1244,10.0
280,675,Administration_schools,106,72.0
281,676,,0,
281,677,,0,
282,678,Indus_other,62,0.0
282,679,Construction,3,9.0
283,680,Agriculture_fishing,1,90.0
283,681,Indus_other,74,37.0
283,682,Hotel_Restaurant,42,24.0
283,683,,0,
284,684,Health,122,6.0
284,685,Shops_other,5,4.0
285,686,Shops_other,9,114.0
285,687,,0,
285,688,Services_other,139,83.0
286,689,,0,
286,690,Shops_other,6,63.0
286,691,Administration_schools,77,36.0
287,692,,0,
287,693,,0,
287,694,Hotel_Restaurant,145,1.0
288,695,Health,81,4.0
288,696,Administration_schools,17,38.0
289,697,Administration_schools,94,37.0
289,698,Services_other,1495,29.0
290,699,,0,
290,700,Administration_schools,113,1.0
290,701,Shops_other,1,59.0
290,702,,0,
291,703,,0,
291,704,Administration_schools,88,4.0
292,705,Shops_other,6,29.0
292,706,,0,
293,707,Administration_schools,137,55.0
293,708,Indus_other,24,33.0
294,709,Services_other,157,10.0
294,710,Construction,2,70.0
295,711,Administration_schools,34,22.0
295,712,,0,
295,713,Health,21,6.0
295,714,Agriculture_fishing,3,42.0
295,715,Hotel_Restaurant,79,21.0
295,716,Construction,2,28.0
296,717,Administration_schools,92,33.0
296,718,Health,25,3.0
297,719,Administration_schools,33,16.0
297,720,Services_other,679,75.0
297,721,Shops_other,10,41.0
298,722,,0,
298,723,Shops_other,14,57.0
299,724,Construction,2,69.0
299,725,,0,
300,726,Indus_food,37,8.0
300,727,Administration_schools,125,21.0
300,728,,0,
301,729,Administration_schools,72,26.0
301,730,Health,299,8.0
302,731,,0,
302,732,Construction,2,52.0
303,733,Administration_schools,78,1.0
303,734,,0,
304,735,Services_other,760,17.0
304,736,Services_other,223,92.0
305,737,Administration_schools,117,10.0
305,738,Construction,2,51.0
306,739,Indus_other,36,35.0
306,740,Shops_market_food,1,2.0
306,741,,0,
306,742,Services_other,89,42.0
306,743,Administration_schools,28,27.0
307,744,,0,
307,745,Agriculture_fishing,3,40.0
307,746,Administration_schools,97,31.0
308,747,,0,
308,748,Services_other,404,37.0
308,749,Services_other,709,87.0
308,750,Shops_other,4,80.0
309,751,,0,
309,752,Agriculture_fishing,2,58.0
309,753,Indus_other,63,31.0
310,754,,0,
310,755,Services_other,186,220.0
311,756,,0,
311,757,Construction,2,71.0
311,758,Administration_schools,80,38.0
312,759,,0,
312,760,Indus_food,39,3.0
313,761,,0,
313,762,,0,
313,763,Hotel_Restaurant,46,24.0
314,764,Construction,2,19.0
314,765,,0,
314,766,Transportation,348,3.0
315,767,Shops_other,5,122.0
315,768,,0,
316,769,Services_other,1090,226.0
316,770,,0,
317,771,,0,
317,772,Administration_schools,67,72.0
318,773,,0,
318,774,,0,
318,775,,0,
319,776,Administration_schools,121,59.0
319,777,Hotel_Restaurant,112,34.0
320,778,Agriculture_fishing,1,59.0
320,779,,0,
321,780,,0,
321,781,,0,
322,782,Administration_schools,15,13.0
322,783,,0,
323,784,Health,153,2.0
323,785,Shops_other,4,11.0
323,786,,0,
324,787,Health,98,4.0
324,788,Indus_other,40,24.0
325,789,Shops_other,2,32.0
325,790,Indus_other,34,24.0
326,791,Administration_schools,139,80.0
326,792,Transportation,302,16.0
327,793,Services_other,773,89.0
327,794,Services_other,225,201.0
328,795,Health,225,5.0
328,796,Construction,0,16.0
329,797,,0,
329,798,,0,
330,799,Administration_schools,86,22.0
330,800,,0,
330,801,,0,
330,802,Shops_other,1,22.0
331,803,,0,
331,804,Indus_other,17,36.0
332,805,,0,
332,806,Services_other,441,31.0
333,807,Services_other,779,158.0
333,808,Transportation,1297,17.0
333,809,Services_other,805,170.0
333,810,Administration_schools,7,38.0
333,811,Administration_schools,16,18.0
334,812,Services_other,1038,20.0
334,813,Shops_other,10,13.0
335,814,Administration_schools,119,52.0
335,815,Administration_schools,108,2.0
336,816,Hotel_Restaurant,49,4.0
336,817,,0,
336,818,Administration_schools,87,39.0
337,819,Indus_other,39,9.0
337,820,Indus_food,71,4.0
337,821,,0,
338,822,Services_other,1331,99.0
338,823,Construction,3,25.0
339,824,,0,
339,825,,0,
340,826,Administration_schools,8,18.0
340,827,Administration_schools,114,0.0
340,828,,0,
341,829,Administration_schools,24,79.0
341,830,Services_other,944,93.0
342,831,,0,
342,832,Shops_other,10,4.0
343,833,Indus_other,68,35.0
343,834,Administration_schools,111,36.0
343,835,Health,254,1.0
344,836,Shops_other,10,39.0
344,837,Shops_other,7,5.0
345,838,,0,
345,839,Indus_other,52,32.0
346,840,,0,
346,841,,0,
346,842,Administration_schools,21,49.0
347,843,Administration_schools,148,16.0
347,844,Administration_schools,95,61.0
348,845,Hotel_Restaurant,35,22.0
348,846,,0,
349,847,,0,
349,848,,0,
349,849,,0,
350,850,Administration_schools,98,68.0
350,851,,0,
351,852,Services_other,734,14.0
351,853,Administration_schools,84,37.0
352,854,Services_other,931,224.0
352,855,Administration_schools,141,25.0
353,856,,0,
353,857,Services_other,496,59.0
354,858,Health,239,2.0
354,859,,0,
355,860,Services_other,498,121.0
355,861,,0,
356,862,Health,8,4.0
356,863,Services_other,484,58.0
356,864,Transportation,303,6.0
356,865,Shops_other,4,75.0
356,866,,0,
357,867,,0,
357,868,Administration_schools,53,15.0
358,869,,0,
358,870,Services_other,738,104.0
358,871,Indus_other,70,25.0
358,872,Services_other,881,17.0
358,873,Services_other,198,102.0
359,874,Services_other,52,19.0
359,875,Services_other,871,109.0
359,876,Services_other,1268,230.0
360,877,Shops_other,13,91.0
360,878,,0,
360,879,Shops_other,7,122.0
360,880,,0,
361,881,,0,
361,882,Shops_other,5,92.0
362,883,Transportation,583,10.0
362,884,Administration_schools,147,43.0
363,885,,0,
363,886,Construction,2,17.0
364,887,Services_other,1294,213.0
364,888,Administration_schools,146,47.0
364,889,Administration_schools,61,3.0
364,890,Administration_schools,82,29.0
365,891,Health,18,0.0
365,892,,0,
366,893,,0,
366,894,Services_other,721,213.0
367,895,Shops_other,12,77.0
367,896,Indus_other,56,1.0
367,897,,0,
367,898,Services_other,1257,38.0
368,899,Health,142,4.0
368,900,Services_other,1089,74.0
369,901,Shops_other,12,13.0
369,902,Health,155,5.0
370,903,,0,
370,904,Health,80,2.0
371,905,,0,
371,906,,0,
372,907,Indus_other,63,15.0
372,908,Administration_schools,145,34.0
373,909,,0,
373,910,Shops_other,8,31.0
374,911,,0,
374,912,Services_other,1046,207.0
375,913,Shops_other,12,120.0
375,914,Services_other,430,6.0
376,915,Health,190,2.0
376,916,Administration_schools,13,40.0
377,917,Shops_other,13,52.0
377,918,Administration_schools,141,66.0
378,919,Transportation,621,13.0
378,920,Services_other,1195,208.0
378,921,Services_other,554,195.0
378,922,Indus_food,33,8.0
379,923,,0,
379,924,Administration_schools,75,15.0
379,925,Health,260,7.0
380,926,,0,
380,927,Indus_other,44,3.0
381,928,,0,
381,929,Administration_schools,99,5.0
381,930,Administration_schools,53,25.0
381,931,Construction,2,34.0
381,932,Services_other,753,189.0
382,933,Shops_other,2,33.0
382,934,Services_other,108,123.0
383,935,,0,
383,936,Agriculture_fishing,3,84.0
384,937,Indus_food,73,2.0
384,938,,0,
385,939,,0,
385,940,,0,
386,941,Indus_other,16,6.0
386,942,Health,159,8.0
387,943,,0,
387,944,,0,
387,945,Services_other,609,71.0
388,946,Administration_schools,127,25.0
388,947,Services_other,1477,18.0
388,948,Construction,3,24.0
388,949,Services_other,428,246.0
389,950,Construction,2,4.0
389,951,,0,
390,952,Construction,1,65.0
390,953,,0,
391,954,,0,
391,955,Administration_schools,30,24.0
392,956,,0,
392,957,Shops_other,13,71.0
392,958,,0,
393,959,,0,
393,960,Indus_other,71,34.0
394,961,Administration_schools,7,62.0
394,962,Indus_other,68,20.0
395,963,Shops_other,5,38.0
395,964,Health,139,3.0
395,965,Construction,1,21.0
396,966,Health,52,4.0
396,967,Indus_food,50,3.0
396,968,,0,
397,969,Agriculture_fishing,2,66.0
397,970,Services_other,1127,79.0
398,971,,0,
398,972,Indus_other,56,34.0
399,973,Administration_schools,119,22.0
399,974,Agriculture_fishing,0,73.0
399,975,Health,42,5.0
400,976,,0,
400,977,Indus_other,39,35.0
401,978,,0,
401,979,,0,
402,980,Transportation,1400,16.0
402,981,,0,
402,982,Shops_other,4,7.0
403,983,Construction,2,18.0
403,984,Administration_schools,100,8.0
404,985,,0,
404,986,Administration_schools,82,17.0
405,987,,0,
405,988,,0,
406,989,Indus_other,56,6.0
406,990,Hotel_Restaurant,5,19.0
407,991,,0,
407,992,Services_other,450,79.0
408,993,,0,
408,994,,0,
409,995,Services_other,624,32.0
409,996,Administration_schools,17,71.0
410,997,,0,
410,998,,0,
411,999,Administration_schools,43,9.0
411,1000,Services_other,1046,42.0
412,1001,Construction,2,25.0
412,1002,Administration_schools,18,4.0
412,1003,Shops_other,4,6.0
413,1004,Services_other,419,173.0
413,1005,Indus_other,20,37.0
414,1006,Shops_other,4,124.0
414,1007,Administration_schools,8,14.0
415,1008,Indus_food,62,2.0
415,1009,Construction,1,7.0
415,1010,,0,
416,1011,Indus_other,39,8.0
416,1012,,0,
417,1013,Agriculture_fishing,3,76.0
417,1014,,0,
418,1015,,0,
418,1016,,0,
418,1017,Services_other,240,190.0
418,1018,Shops_other,13,7.0
418,1019,Health,148,6.0
419,1020,,0,
419,1021,Indus_other,48,5.0
420,1022,Services_other,793,112.0
420,1023,Administration_schools,128,16.0
421,1024,Indus_other,27,33.0
421,1025,Health,13,6.0
422,1026,Health,266,6.0
422,1027,,0,
423,1028,,0,
423,1029,Services_other,704,125.0
423,1030,,0,
424,1031,,0,
424,1032,Services_other,799,118.0
424,1033,Administration_schools,78,33.0
425,1034,Shops_other,11,57.0
